"COM","TNCC","NCC","NCCENR","LIBELLE","DATE_DEBUT","DATE_FIN"
"22274","0","SAINT ANDRE DES EAUX","Saint-André-des-Eaux","Saint-André-des-Eaux","1943-01-01",""
"22275","0","SAINT BARNABE","Saint-Barnabé","Saint-Barnabé","1943-01-01",""
"22276","0","SAINT BIHY","Saint-Bihy","Saint-Bihy","1943-01-01",""
"22277","0","SAINT BRANDAN","Saint-Brandan","Saint-Brandan","1943-01-01",""
"22278","0","SAINT BRIEUC","Saint-Brieuc","Saint-Brieuc","1943-01-01",""
"22279","0","SAINT CARADEC","Saint-Caradec","Saint-Caradec","1943-01-01",""
"22280","0","SAINT CARNE","Saint-Carné","Saint-Carné","1943-01-01",""
"22281","0","SAINT CARREUC","Saint-Carreuc","Saint-Carreuc","1943-01-01",""
"22282","0","SAINT CAST","Saint-Cast","Saint-Cast","1943-01-01","1972-01-01"
"22282","0","SAINT CAST LE GUILDO","Saint-Cast-le-Guildo","Saint-Cast-le-Guildo","1972-01-01",""
"22283","0","SAINT CLET","Saint-Clet","Saint-Clet","1943-01-01",""
"22284","0","SAINT CONNAN","Saint-Connan","Saint-Connan","1943-01-01",""
"22285","0","SAINT CONNEC","Saint-Connec","Saint-Connec","1943-01-01",""
"22286","0","SAINT DENOUAL","Saint-Denoual","Saint-Denoual","1943-01-01",""
"22287","0","SAINT DONAN","Saint-Donan","Saint-Donan","1943-01-01",""
"22288","0","SAINT ETIENNE DU GUE DE L ISLE","Saint-Étienne-du-Gué-de-l'Isle","Saint-Étienne-du-Gué-de-l'Isle","1943-01-01",""
"22289","0","SAINT FIACRE","Saint-Fiacre","Saint-Fiacre","1943-01-01",""
"22290","0","SAINT GELVEN","Saint-Gelven","Saint-Gelven","1943-01-01","2017-01-01"
"22291","0","SAINT GILDAS","Saint-Gildas","Saint-Gildas","1943-01-01",""
"22292","0","SAINT GILLES DU MENE","Saint-Gilles-du-Mené","Saint-Gilles-du-Mené","1943-01-01","2016-01-01"
"22293","0","SAINT GILLES LES BOIS","Saint-Gilles-les-Bois","Saint-Gilles-les-Bois","1943-01-01",""
"22294","0","SAINT GILLES PLIGEAUX","Saint-Gilles-Pligeaux","Saint-Gilles-Pligeaux","1943-01-01",""
"22295","0","SAINT GILLES VIEUX MARCHE","Saint-Gilles-Vieux-Marché","Saint-Gilles-Vieux-Marché","1943-01-01",""
"22296","0","SAINT GLEN","Saint-Glen","Saint-Glen","1943-01-01","1973-04-01"
"22296","0","SAINT GLEN PENGUILY","Saint-Glen-Penguily","Saint-Glen-Penguily","1973-04-01","1984-07-05"
"22296","0","SAINT GLEN","Saint-Glen","Saint-Glen","1984-07-05",""
"22297","0","SAINT GOUENO","Saint-Gouéno","Saint-Gouéno","1943-01-01","2016-01-01"
"22298","0","SAINT GUEN","Saint-Guen","Saint-Guen","1943-01-01","2017-01-01"
"22299","0","SAINT HELEN","Saint-Hélen","Saint-Hélen","1943-01-01",""
"22300","0","SAINT HERVE","Saint-Hervé","Saint-Hervé","1943-01-01",""
"22301","0","SAINT IGNEUC","Saint-Igneuc","Saint-Igneuc","1943-01-01","1973-04-01"
"22302","0","SAINT JACUT DE LA MER","Saint-Jacut-de-la-Mer","Saint-Jacut-de-la-Mer","1943-01-01",""
"22303","0","SAINT JACUT DU MENE","Saint-Jacut-du-Mené","Saint-Jacut-du-Mené","1943-01-01","2016-01-01"
"22304","0","SAINT JEAN KERDANIEL","Saint-Jean-Kerdaniel","Saint-Jean-Kerdaniel","1943-01-01",""
"22305","0","SAINT JOUAN DE L ISLE","Saint-Jouan-de-l'Isle","Saint-Jouan-de-l'Isle","1943-01-01",""
"22306","0","SAINT JUDOCE","Saint-Judoce","Saint-Judoce","1943-01-01",""
"22307","0","SAINT JULIEN","Saint-Julien","Saint-Julien","1943-01-01",""
"22308","0","SAINT JUVAT","Saint-Juvat","Saint-Juvat","1943-01-01",""
"22309","0","SAINT LAUNEUC","Saint-Launeuc","Saint-Launeuc","1943-01-01",""
"22310","0","SAINT LAURENT","Saint-Laurent","Saint-Laurent","1943-01-01",""
"22311","0","SAINT LORMEL","Saint-Lormel","Saint-Lormel","1943-01-01",""
"22312","0","SAINT MADEN","Saint-Maden","Saint-Maden","1943-01-01",""
"22313","0","SAINT MARTIN DES PRES","Saint-Martin-des-Prés","Saint-Martin-des-Prés","1943-01-01",""
"22314","0","SAINT MAUDAN","Saint-Maudan","Saint-Maudan","1943-01-01",""
"22315","0","SAINT MAUDEZ","Saint-Maudez","Saint-Maudez","1943-01-01",""
"22316","0","SAINT MAYEUX","Saint-Mayeux","Saint-Mayeux","1943-01-01",""
"22317","0","SAINT MELOIR","Saint-Méloir","Saint-Méloir","1943-01-01","1997-12-25"
"22317","0","SAINT MELOIR DES BOIS","Saint-Méloir-des-Bois","Saint-Méloir-des-Bois","1997-12-25",""
"22318","0","SAINT MICHEL DE PLELAN","Saint-Michel-de-Plélan","Saint-Michel-de-Plélan","1943-01-01",""
"22319","0","SAINT MICHEL EN GREVE","Saint-Michel-en-Grève","Saint-Michel-en-Grève","1943-01-01",""
"22320","0","SAINT NICODEME","Saint-Nicodème","Saint-Nicodème","1943-01-01",""
"22321","0","SAINT NICOLAS DU PELEM","Saint-Nicolas-du-Pélem","Saint-Nicolas-du-Pélem","1943-01-01",""
"22322","0","SAINT PEVER","Saint-Péver","Saint-Péver","1943-01-01",""
"22323","0","SAINT POTAN","Saint-Pôtan","Saint-Pôtan","1943-01-01",""
"22324","0","SAINT QUAY PERROS","Saint-Quay-Perros","Saint-Quay-Perros","1943-01-01",""
"22325","0","SAINT QUAY PORTRIEUX","Saint-Quay-Portrieux","Saint-Quay-Portrieux","1943-01-01",""
"22326","0","SAINT RIEUL","Saint-Rieul","Saint-Rieul","1943-01-01",""
"22327","0","SAINT SAMSON","Saint-Samson","Saint-Samson","1943-01-01","1962-07-25"
"22327","0","SAINT SAMSON SUR RANCE","Saint-Samson-sur-Rance","Saint-Samson-sur-Rance","1962-07-25",""
"22328","0","SAINT SERVAIS","Saint-Servais","Saint-Servais","1943-01-01",""
"22329","0","SAINT SOLEN","Saint-Solen","Saint-Solen","1943-01-01","1973-01-01"
"22330","0","SAINT THELO","Saint-Thélo","Saint-Thélo","1943-01-01",""
"22331","0","SAINTE TREPHINE","Sainte-Tréphine","Sainte-Tréphine","1943-01-01",""
"22332","0","SAINT TRIMOEL","Saint-Trimoël","Saint-Trimoël","1943-01-01",""
"22333","0","SAINT VRAN","Saint-Vran","Saint-Vran","1943-01-01",""
"22334","0","SAINT IGEAUX","Saint-Igeaux","Saint-Igeaux","1943-01-01",""
"22335","0","SENVEN LEHART","Senven-Léhart","Senven-Léhart","1943-01-01",""
"22336","0","SERVEL","Servel","Servel","1943-01-01","1961-04-27"
"22337","0","SEVIGNAC","Sévignac","Sévignac","1943-01-01",""
"22338","0","SQUIFFIEC","Squiffiec","Squiffiec","1943-01-01",""
"22339","0","TADEN","Taden","Taden","1943-01-01",""
"22340","0","TONQUEDEC","Tonquédec","Tonquédec","1943-01-01",""
"22341","0","TRAMAIN","Tramain","Tramain","1943-01-01",""
"22342","0","TREBEDAN","Trébédan","Trébédan","1943-01-01",""
"22343","0","TREBEURDEN","Trébeurden","Trébeurden","1943-01-01",""
"22344","0","TREBRIVAN","Trébrivan","Trébrivan","1943-01-01",""
"22345","0","TREBRY","Trébry","Trébry","1943-01-01",""
"22346","0","TREDANIEL","Trédaniel","Trédaniel","1943-01-01",""
"22347","0","TREDARZEC","Trédarzec","Trédarzec","1943-01-01",""
"22348","0","TREDIAS","Trédias","Trédias","1943-01-01",""
"22349","0","TREDREZ","Trédrez","Trédrez","1943-01-01","1997-12-25"
"22349","0","TREDREZ LOCQUEMEAU","Trédrez-Locquémeau","Trédrez-Locquémeau","1997-12-25",""
"22350","0","TREDUDER","Tréduder","Tréduder","1943-01-01",""
"22351","0","TREFFRIN","Treffrin","Treffrin","1943-01-01",""
"22352","0","TREFUMEL","Tréfumel","Tréfumel","1943-01-01",""
"22353","0","TREGASTEL","Trégastel","Trégastel","1943-01-01",""
"22354","0","TREGLAMUS","Tréglamus","Tréglamus","1943-01-01",""
"22355","0","TREGOMAR","Trégomar","Trégomar","1943-01-01","1973-01-01"
"22356","0","TREGOMEUR","Trégomeur","Trégomeur","1943-01-01",""
"22357","0","TREGON","Trégon","Trégon","1943-01-01","2017-01-01"
"22358","0","TREGONNEAU","Trégonneau","Trégonneau","1943-01-01",""
"22359","0","TREGROM","Trégrom","Trégrom","1943-01-01",""
"22360","0","TREGUEUX","Trégueux","Trégueux","1943-01-01",""
"22361","0","TREGUIDEL","Tréguidel","Tréguidel","1943-01-01",""
"22362","0","TREGUIER","Tréguier","Tréguier","1943-01-01",""
"22363","0","TRELEVERN","Trélévern","Trélévern","1943-01-01",""
"22364","0","TRELIVAN","Trélivan","Trélivan","1943-01-01",""
"22365","0","TREMARGAT","Trémargat","Trémargat","1943-01-01",""
"22366","0","TREMEL","Trémel","Trémel","1943-01-01",""
"22367","0","TREMELOIR","Tréméloir","Tréméloir","1943-01-01","2016-01-01"
"22368","0","TREMEREUC","Tréméreuc","Tréméreuc","1943-01-01",""
"22369","0","TREMEUR","Trémeur","Trémeur","1943-01-01",""
"22370","0","TREMEVEN","Tréméven","Tréméven","1943-01-01",""
"22371","0","TREMOREL","Trémorel","Trémorel","1943-01-01",""
"22372","0","TREMUSON","Trémuson","Trémuson","1943-01-01",""
"22373","0","TREOGAN","Tréogan","Tréogan","1943-01-01",""
"22374","0","TRESSAINT","Tressaint","Tressaint","1943-01-01","1973-01-01"
"22375","0","TRESSIGNAUX","Tressignaux","Tressignaux","1943-01-01",""
"22376","0","TREVE","Trévé","Trévé","1943-01-01",""
"22377","0","TREVENEUC","Tréveneuc","Tréveneuc","1943-01-01",""
"22378","0","TREVEREC","Trévérec","Trévérec","1943-01-01",""
"22379","0","TREVOU TREGUIGNEC","Trévou-Tréguignec","Trévou-Tréguignec","1943-01-01",""
"22380","0","TREVRON","Trévron","Trévron","1943-01-01",""
"22381","0","TREZENY","Trézény","Trézény","1943-01-01",""
"22382","0","TRIGAVOU","Trigavou","Trigavou","1943-01-01","1973-01-01"
"22383","0","TROGUERY","Troguéry","Troguéry","1943-01-01",""
"22384","1","UZEL","Uzel","Uzel","1943-01-01",""
"22385","3","VICOMTE SUR RANCE","Vicomté-sur-Rance","La Vicomté-sur-Rance","1943-01-01",""
"22386","2","VIEUX BOURG","Vieux-Bourg","Le Vieux-Bourg","1943-01-01",""
"22387","2","VIEUX MARCHE","Vieux-Marché","Le Vieux-Marché","1943-01-01",""
"22388","0","VILDE GUINGALAN","Vildé-Guingalan","Vildé-Guingalan","1943-01-01",""
"22389","1","YFFINIAC","Yffiniac","Yffiniac","1943-01-01",""
"22390","1","YVIAS","Yvias","Yvias","1943-01-01",""
"22391","1","YVIGNAC","Yvignac","Yvignac","1943-01-01","1999-12-29"
"22391","1","YVIGNAC LA TOUR","Yvignac-la-Tour","Yvignac-la-Tour","1999-12-29",""
"23001","1","AHUN","Ahun","Ahun","1943-01-01",""
"23002","1","AJAIN","Ajain","Ajain","1943-01-01",""
"23003","1","ALLEYRAT","Alleyrat","Alleyrat","1943-01-01",""
"23004","1","ANZEME","Anzême","Anzême","1943-01-01",""
"23005","1","ARFEUILLE CHATAIN","Arfeuille-Châtain","Arfeuille-Châtain","1943-01-01",""
"23006","1","ARRENES","Arrènes","Arrènes","1943-01-01",""
"23007","1","ARS","Ars","Ars","1943-01-01",""
"23008","1","AUBUSSON","Aubusson","Aubusson","1943-01-01",""
"23009","1","AUGE","Auge","Auge","1943-01-01",""
"23010","1","AUGERES","Augères","Augères","1943-01-01",""
"23011","1","AULON","Aulon","Aulon","1943-01-01",""
"23012","1","AURIAT","Auriat","Auriat","1943-01-01",""
"23013","1","AUZANCES","Auzances","Auzances","1943-01-01",""
"23014","1","AZAT CHATENET","Azat-Châtenet","Azat-Châtenet","1943-01-01",""
"23015","1","AZERABLES","Azerables","Azerables","1943-01-01",""
"23016","0","BANIZE","Banize","Banize","1943-01-01",""
"23017","0","BASVILLE","Basville","Basville","1943-01-01",""
"23018","0","BAZELAT","Bazelat","Bazelat","1943-01-01",""
"23019","0","BEISSAT","Beissat","Beissat","1943-01-01",""
"23020","0","BELLEGARDE EN MARCHE","Bellegarde-en-Marche","Bellegarde-en-Marche","1943-01-01",""
"23021","0","BENEVENT L ABBAYE","Bénévent-l'Abbaye","Bénévent-l'Abbaye","1943-01-01",""
"23022","0","BETETE","Bétête","Bétête","1943-01-01",""
"23023","0","BLAUDEIX","Blaudeix","Blaudeix","1943-01-01",""
"23024","0","BLESSAC","Blessac","Blessac","1943-01-01",""
"23025","0","BONNAT","Bonnat","Bonnat","1943-01-01",""
"23026","0","BORD SAINT GEORGES","Bord-Saint-Georges","Bord-Saint-Georges","1943-01-01",""
"23027","0","BOSMOREAU LES MINES","Bosmoreau-les-Mines","Bosmoreau-les-Mines","1943-01-01",""
"23028","0","BOSROGER","Bosroger","Bosroger","1943-01-01",""
"23029","2","BOURG D HEM","Bourg-d'Hem","Le Bourg-d'Hem","1943-01-01",""
"23030","0","BOURGANEUF","Bourganeuf","Bourganeuf","1943-01-01",""
"23031","0","BOUSSAC","Boussac","Boussac","1943-01-01",""
"23032","0","BOUSSAC BOURG","Boussac-Bourg","Boussac-Bourg","1943-01-01",""
"23033","3","BRIONNE","Brionne","La Brionne","1943-01-01",""
"23034","0","BROUSSE","Brousse","Brousse","1943-01-01",""
"23035","0","BUDELIERE","Budelière","Budelière","1943-01-01",""
"23036","0","BUSSIERE DUNOISE","Bussière-Dunoise","Bussière-Dunoise","1943-01-01",""
"23037","0","BUSSIERE NOUVELLE","Bussière-Nouvelle","Bussière-Nouvelle","1943-01-01",""
"23038","0","BUSSIERE SAINT GEORGES","Bussière-Saint-Georges","Bussière-Saint-Georges","1943-01-01",""
"23039","3","CELLE DUNOISE","Celle-Dunoise","La Celle-Dunoise","1943-01-01",""
"23040","3","CELLE SOUS GOUZON","Celle-sous-Gouzon","La Celle-sous-Gouzon","1943-01-01",""
"23041","3","CELLETTE","Cellette","La Cellette","1943-01-01",""
"23042","0","CEYROUX","Ceyroux","Ceyroux","1943-01-01",""
"23043","0","CHAMBERAUD","Chamberaud","Chamberaud","1943-01-01",""
"23044","0","CHAMBON SAINTE CROIX","Chambon-Sainte-Croix","Chambon-Sainte-Croix","1943-01-01",""
"23045","0","CHAMBON SUR VOUEIZE","Chambon-sur-Voueize","Chambon-sur-Voueize","1943-01-01",""
"23046","0","CHAMBONCHARD","Chambonchard","Chambonchard","1943-01-01",""
"23047","0","CHAMBORAND","Chamborand","Chamborand","1943-01-01",""
"23048","0","CHAMPAGNAT","Champagnat","Champagnat","1943-01-01",""
"23049","0","CHAMPSANGLARD","Champsanglard","Champsanglard","1943-01-01",""
"23050","3","CHAPELLE BALOUE","Chapelle-Baloue","La Chapelle-Baloue","1943-01-01",""
"23051","3","CHAPELLE SAINT MARTIAL","Chapelle-Saint-Martial","La Chapelle-Saint-Martial","1943-01-01",""
"23052","3","CHAPELLE TAILLEFERT","Chapelle-Taillefert","La Chapelle-Taillefert","1943-01-01",""
"23053","0","CHARD","Chard","Chard","1943-01-01",""
"23054","0","CHARRON","Charron","Charron","1943-01-01",""
"23055","0","CHATELARD","Châtelard","Châtelard","1943-01-01",""
"23056","0","CHATELUS LE MARCHEIX","Châtelus-le-Marcheix","Châtelus-le-Marcheix","1943-01-01",""
"23057","0","CHATELUS MALVALEIX","Châtelus-Malvaleix","Châtelus-Malvaleix","1943-01-01",""
"23058","2","CHAUCHET","Chauchet","Le Chauchet","1943-01-01",""
"23059","3","CHAUSSADE","Chaussade","La Chaussade","1943-01-01",""
"23060","0","CHAVANAT","Chavanat","Chavanat","1943-01-01",""
"23061","0","CHENERAILLES","Chénérailles","Chénérailles","1943-01-01",""
"23062","0","CHENIERS","Chéniers","Chéniers","1943-01-01",""
"23063","0","CLAIRAVAUX","Clairavaux","Clairavaux","1943-01-01",""
"23064","0","CLUGNAT","Clugnat","Clugnat","1943-01-01",""
"23065","0","COLONDANNES","Colondannes","Colondannes","1943-01-01",""
"23066","2","COMPAS","Compas","Le Compas","1943-01-01",""
"23067","3","COURTINE","Courtine","La Courtine","1943-01-01","1965-03-01"
"23067","3","COURTINE LE TRUCQ","Courtine-le-Trucq","La Courtine-le-Trucq","1965-03-01","1981-03-13"
"23067","3","COURTINE","Courtine","La Courtine","1981-03-13",""
"23068","0","CRESSAT","Cressat","Cressat","1943-01-01",""
"23069","0","CROCQ","Crocq","Crocq","1943-01-01",""
"23070","0","CROZANT","Crozant","Crozant","1943-01-01",""
"23071","0","CROZE","Croze","Croze","1943-01-01",""
"23072","0","DOMEYROT","Domeyrot","Domeyrot","1943-01-01",""
"23073","0","DONTREIX","Dontreix","Dontreix","1943-01-01",""
"23074","2","DONZEIL","Donzeil","Le Donzeil","1943-01-01",""
"23075","0","DUN LE PALLETEAU","Dun-le-Palleteau","Dun-le-Palleteau","1943-01-01","1952-12-31"
"23075","0","DUN LE PALESTEL","Dun-le-Palestel","Dun-le-Palestel","1952-12-31",""
"23076","1","EVAUX","Évaux","Évaux","1943-01-01","1961-04-02"
"23076","1","EVAUX LES BAINS","Évaux-les-Bains","Évaux-les-Bains","1961-04-02",""
"23077","0","FAUX LA MONTAGNE","Faux-la-Montagne","Faux-la-Montagne","1943-01-01",""
"23078","0","FAUX MAZURAS","Faux-Mazuras","Faux-Mazuras","1943-01-01",""
"23079","0","FELLETIN","Felletin","Felletin","1943-01-01",""
"23080","0","FENIERS","Féniers","Féniers","1943-01-01",""
"23081","0","FLAYAT","Flayat","Flayat","1943-01-01",""
"23082","0","FLEURAT","Fleurat","Fleurat","1943-01-01",""
"23083","0","FONTANIERES","Fontanières","Fontanières","1943-01-01",""
"23084","3","FORET DU TEMPLE","Forêt-du-Temple","La Forêt-du-Temple","1943-01-01",""
"23085","4","FORGES","Forges","Les Forges","1943-01-01","1972-11-01"
"23086","0","FRANSECHES","Fransèches","Fransèches","1943-01-01",""
"23087","0","FRESSELINES","Fresselines","Fresselines","1943-01-01",""
"23088","0","GARTEMPE","Gartempe","Gartempe","1943-01-01",""
"23089","0","GENOUILLAC","Genouillac","Genouillac","1943-01-01",""
"23090","0","GENTIOUX","Gentioux","Gentioux","1943-01-01","1972-09-01"
"23090","0","GENTIOUX PIGEROLLES","Gentioux-Pigerolles","Gentioux-Pigerolles","1972-09-01",""
"23091","0","GIOUX","Gioux","Gioux","1943-01-01",""
"23092","0","GLENIC","Glénic","Glénic","1943-01-01",""
"23093","0","GOUZON","Gouzon","Gouzon","1943-01-01",""
"23094","0","GOUZOUGNAT","Gouzougnat","Gouzougnat","1943-01-01","1972-11-01"
"23095","2","GRAND BOURG","Grand-Bourg","Le Grand-Bourg","1943-01-01",""
"23096","0","GUERET","Guéret","Guéret","1943-01-01",""
"23097","1","ISSOUDUN LETRIEIX","Issoudun-Létrieix","Issoudun-Létrieix","1943-01-01",""
"23098","0","JALESCHES","Jalesches","Jalesches","1943-01-01",""
"23099","0","JANAILLAT","Janaillat","Janaillat","1943-01-01",""
"23100","0","JARNAGES","Jarnages","Jarnages","1943-01-01",""
"23101","0","JOUILLAT","Jouillat","Jouillat","1943-01-01",""
"23102","0","LADAPEYRE","Ladapeyre","Ladapeyre","1943-01-01",""
"23103","0","LAFAT","Lafat","Lafat","1943-01-01",""
"23104","0","LAVAUFRANCHE","Lavaufranche","Lavaufranche","1943-01-01",""
"23105","0","LAVAVEIX LES MINES","Lavaveix-les-Mines","Lavaveix-les-Mines","1943-01-01",""
"23106","0","LEPAUD","Lépaud","Lépaud","1943-01-01",""
"23107","0","LEPINAS","Lépinas","Lépinas","1943-01-01",""
"23108","0","LEYRAT","Leyrat","Leyrat","1943-01-01",""
"23109","0","LINARD","Linard","Linard","1943-01-01","2019-01-01"
"23109","0","LINARD MALVAL","Linard-Malval","Linard-Malval","2019-01-01",""
"23110","0","LIOUX LES MONGES","Lioux-les-Monges","Lioux-les-Monges","1943-01-01",""
"23111","0","LIZIERES","Lizières","Lizières","1943-01-01",""
"23112","0","LOURDOUEIX SAINT PIERRE","Lourdoueix-Saint-Pierre","Lourdoueix-Saint-Pierre","1943-01-01",""
"23113","0","LUPERSAT","Lupersat","Lupersat","1943-01-01",""
"23114","0","LUSSAT","Lussat","Lussat","1943-01-01",""
"23115","0","MAGNAT L ETRANGE","Magnat-l'Étrange","Magnat-l'Étrange","1943-01-01",""
"23116","0","MAINSAT","Mainsat","Mainsat","1943-01-01",""
"23117","0","MAISON FEYNE","Maison-Feyne","Maison-Feyne","1943-01-01",""
"23118","0","MAISONNISSES","Maisonnisses","Maisonnisses","1943-01-01",""
"23119","0","MALLERET","Malleret","Malleret","1943-01-01",""
"23120","0","MALLERET BOUSSAC","Malleret-Boussac","Malleret-Boussac","1943-01-01",""
"23121","0","MALVAL","Malval","Malval","1943-01-01","2019-01-01"
"23122","0","MANSAT","Mansat","Mansat","1943-01-01","1954-11-11"
"23122","0","MANSAT LA COURRIERE","Mansat-la-Courrière","Mansat-la-Courrière","1954-11-11",""
"23123","4","MARS","Mars","Les Mars","1943-01-01",""
"23124","0","MARSAC","Marsac","Marsac","1943-01-01",""
"23125","2","MAS D ARTIGE","Mas-d'Artige","Le Mas-d'Artige","1943-01-01",""
"23126","0","MASBARAUD MERIGNAT","Masbaraud-Mérignat","Masbaraud-Mérignat","1943-01-01","2019-01-01"
"23127","0","MAUTES","Mautes","Mautes","1943-01-01",""
"23128","0","MAZEIRAT","Mazeirat","Mazeirat","1943-01-01",""
"23129","3","MAZIERE AUX BONS HOMMES","Mazière-aux-Bons-Hommes","La Mazière-aux-Bons-Hommes","1943-01-01",""
"23130","0","MEASNES","Méasnes","Méasnes","1943-01-01",""
"23131","0","MERINCHAL","Mérinchal","Mérinchal","1943-01-01",""
"23132","0","MONTAIGUT LE BLANC","Montaigut-le-Blanc","Montaigut-le-Blanc","1943-01-01",""
"23133","0","MONTBOUCHER","Montboucher","Montboucher","1943-01-01",""
"23134","2","MONTEIL AU VICOMTE","Monteil-au-Vicomte","Le Monteil-au-Vicomte","1943-01-01",""
"23135","0","MORTEROLLES","Morterolles","Morterolles","1943-01-01","1965-01-01"
"23136","0","MORTROUX","Mortroux","Mortroux","1943-01-01",""
"23137","0","MOURIOUX","Mourioux","Mourioux","1943-01-01","1992-09-01"
"23137","0","MOURIOUX VIEILLEVILLE","Mourioux-Vieilleville","Mourioux-Vieilleville","1992-09-01",""
"23138","0","MOUTIER D AHUN","Moutier-d'Ahun","Moutier-d'Ahun","1943-01-01",""
"23139","0","MOUTIER MALCARD","Moutier-Malcard","Moutier-Malcard","1943-01-01",""
"23140","0","MOUTIER ROZEILLE","Moutier-Rozeille","Moutier-Rozeille","1943-01-01",""
"23141","0","NAILLAT","Naillat","Naillat","1943-01-01",""
"23142","0","NEOUX","Néoux","Néoux","1943-01-01",""
"23143","0","NOTH","Noth","Noth","1943-01-01",""
"23144","3","NOUAILLE","Nouaille","La Nouaille","1943-01-01",""
"23145","0","NOUHANT","Nouhant","Nouhant","1943-01-01",""
"23146","0","NOUZERINES","Nouzerines","Nouzerines","1943-01-01",""
"23147","0","NOUZEROLLES","Nouzerolles","Nouzerolles","1943-01-01",""
"23148","0","NOUZIERS","Nouziers","Nouziers","1943-01-01",""
"23149","0","PARSAC","Parsac","Parsac","1943-01-01","2016-01-01"
"23149","0","PARSAC RIMONDEIX","Parsac-Rimondeix","Parsac-Rimondeix","2016-01-01",""
"23150","0","PEYRABOUT","Peyrabout","Peyrabout","1943-01-01",""
"23151","0","PEYRAT LA NONIERE","Peyrat-la-Nonière","Peyrat-la-Nonière","1943-01-01",""
"23152","0","PIERREFITTE","Pierrefitte","Pierrefitte","1943-01-01",""
"23153","0","PIGEROLLES","Pigerolles","Pigerolles","1943-01-01","1972-09-01"
"23154","0","PIONNAT","Pionnat","Pionnat","1943-01-01",""
"23155","0","PONTARION","Pontarion","Pontarion","1943-01-01",""
"23156","0","PONTCHARRAUD","Pontcharraud","Pontcharraud","1943-01-01",""
"23157","3","POUGE","Pouge","La Pouge","1943-01-01",""
"23158","0","POUSSANGES","Poussanges","Poussanges","1943-01-01",""
"23159","0","PUY MALSIGNAT","Puy-Malsignat","Puy-Malsignat","1943-01-01",""
"23160","0","RETERRE","Reterre","Reterre","1943-01-01",""
"23161","0","RIMONDEIX","Rimondeix","Rimondeix","1943-01-01","2016-01-01"
"23162","0","ROCHES","Roches","Roches","1943-01-01",""
"23163","3","ROCHETTE","Rochette","La Rochette","1943-01-01","1972-09-01"
"23164","0","ROUGNAT","Rougnat","Rougnat","1943-01-01",""
"23165","0","ROYERE","Royère","Royère","1943-01-01","1968-02-15"
"23165","0","ROYERE DE VASSIVIERE","Royère-de-Vassivière","Royère-de-Vassivière","1968-02-15",""
"23166","0","SAGNAT","Sagnat","Sagnat","1943-01-01",""
"23167","0","SANNAT","Sannat","Sannat","1943-01-01",""
"23168","0","SARDENT","Sardent","Sardent","1943-01-01",""
"23169","3","SAUNIERE","Saunière","La Saunière","1943-01-01",""
"23170","0","SAVENNES","Savennes","Savennes","1943-01-01",""
"23171","0","SERMUR","Sermur","Sermur","1943-01-01",""
"23172","3","SERRE BUSSIERE VIEILLE","Serre-Bussière-Vieille","La Serre-Bussière-Vieille","1943-01-01",""
"23173","0","SOUBREBOST","Soubrebost","Soubrebost","1943-01-01",""
"23174","0","SOUMANS","Soumans","Soumans","1943-01-01",""
"23175","0","SOUS PARSAT","Sous-Parsat","Sous-Parsat","1943-01-01",""
"23176","3","SOUTERRAINE","Souterraine","La Souterraine","1943-01-01",""
"23177","0","SAINT AGNANT DE VERSILLAT","Saint-Agnant-de-Versillat","Saint-Agnant-de-Versillat","1943-01-01",""
"23178","0","SAINT AGNANT PRES CROCQ","Saint-Agnant-près-Crocq","Saint-Agnant-près-Crocq","1943-01-01",""
"23179","0","SAINT ALPINIEN","Saint-Alpinien","Saint-Alpinien","1943-01-01",""
"23180","0","SAINT AMAND","Saint-Amand","Saint-Amand","1943-01-01",""
"23181","0","SAINT AMAND JARTOUDEIX","Saint-Amand-Jartoudeix","Saint-Amand-Jartoudeix","1943-01-01",""
"23182","0","SAINT AVIT DE TARDES","Saint-Avit-de-Tardes","Saint-Avit-de-Tardes","1943-01-01",""
"23183","0","SAINT AVIT LE PAUVRE","Saint-Avit-le-Pauvre","Saint-Avit-le-Pauvre","1943-01-01",""
"23184","0","SAINT BARD","Saint-Bard","Saint-Bard","1943-01-01",""
"23185","0","SAINT CHABRAIS","Saint-Chabrais","Saint-Chabrais","1943-01-01",""
"23186","0","SAINT CHRISTOPHE","Saint-Christophe","Saint-Christophe","1943-01-01",""
"23187","0","SAINT DIZIER LA TOUR","Saint-Dizier-la-Tour","Saint-Dizier-la-Tour","1943-01-01",""
"23188","0","SAINT DIZIER LES DOMAINES","Saint-Dizier-les-Domaines","Saint-Dizier-les-Domaines","1943-01-01",""
"23189","0","SAINT DIZIER LEYRENNE","Saint-Dizier-Leyrenne","Saint-Dizier-Leyrenne","1943-01-01","2019-01-01"
"23189","0","SAINT DIZIER MASBARAUD","Saint-Dizier-Masbaraud","Saint-Dizier-Masbaraud","2019-01-01",""
"23190","0","SAINT DOMET","Saint-Domet","Saint-Domet","1943-01-01",""
"23191","0","SAINT ELOI","Saint-Éloi","Saint-Éloi","1943-01-01",""
"23192","0","SAINT ETIENNE DE FURSAC","Saint-Étienne-de-Fursac","Saint-Étienne-de-Fursac","1943-01-01","2017-01-01"
"23192","0","FURSAC","Fursac","Fursac","2017-01-01",""
"23193","0","SAINTE FEYRE","Sainte-Feyre","Sainte-Feyre","1943-01-01",""
